name,description,Location,Founder,Year founded,Active Status,Industries,Portfolio Size,Investment Stage,Contact Email,Website,LinkedIn,Number of Investments,Phone Number,Number of Exits,Facebook,x
Wa’ed Ventures,"Wa’ed Ventures is Aramco’s venture capital powerhouse, dropping over $100 million into 50+ portfolio companies since 2013. If you’re building in Saudi (or adapting a global solution for the local ecosystem), they’re worth pursuing. They span digital, sustainability, manufacturing, and social innovation—so not just the oil crowd. Plug into their pipeline at seed or growth stage, and you’ll get more than cash: there’s a path from Aramco’s earliest innovation lab all the way up to Series A, and often a term sheet arrives before you’ve finished your tea. Portfolio standouts range from AI logistics to smart manufacturing—deep pockets, sharp support, no faffing about.","8783 Ibn Alhaitham, Dhahran Techno Valley (DTV) Dhahran 34464",Saudi Aramco,2013,Active,"Deep Tech, Artificial Intelligence, Quantum Computing, Drones, Fintech, AgTech, HealthTech, EdTech, Sustainability, Cloud Computing, Manufacturing, Social Innovation",Over 75 startups,Seed to Series C,pr_support@waed.net,https://www.waed.net/,https://www.linkedin.com/company/waed-ventures,"Over 75 investments, with approximately $270 million deployed as of 2024",,,,
Accelerate Saudi,"Accelerate Saudi is a rising name in the Saudi startup ecosystem, running several industry-specific accelerators across the Kingdom, Jeddah included. Kicked off in 2021 through a VentureX–Monsha'at partnership, they specialise in making sector-focused gateways for startups, whether you’re in AgriFoodTech, creative industries, healthcare, or even wanting to break into tourism. It’s less about box-ticking and more about hands-on help, tailored to each sector—expect targeted mentorship, real capital access, and the inside track on scaling up in Saudi’s economic community. Their various accelerators, like Hassad and Siyaha, are worth a look if you need more than just general startup advice.","Operating across Saudi Arabia, including Jeddah",VentureX (with Monsha’at partnership),2021,Active,"Healthcare, Tourism, Creative Industries, AgriFoodTech",,Early-stage startups and SMEs,,http://www.acceleratesaudi.com/index.html,https://www.linkedin.com/company/accelerate-saudi/,,,,,
Blossom Accelerator,"Blossom Accelerator holds the bragging rights as Saudi’s first truly female-focused startup hub, hands down. Based right in Jeddah, it throws open doors for women-led ventures with its “Startup Launchpad Accelerator & Incubator” set-up—think of it as a crash course in everything from prototyping to mastering your cap table. The flagship 10-week pre-accelerator is online, meaning you can join from the kitchen table or a beachside café (we won’t judge), with a decent record of nudging 49+ companies towards a whopping 9 million SAR in investments. No empty promises about unicorns, just a relentless push to get women founders in front of proper angel investors and seed-stage VC funding. It’s about time.","Ar Rawdah, Jeddah 23432",Eman Shakoor,2017,Active,"Technology, sector-agnostic (female focus)",49+ companies,"Pre-accelerator, early-stage startups",info@blossom.sa,https://blossom.sa/,https://www.linkedin.com/company/blossomaccel,9M+ curated investments,+966 5 58091947,,,
Flat6Labs - Jeddah,"If speed and regional reach matter, Flat6Labs is an old hand in Jeddah and right across the MENA region. Launched over a decade ago, Flat6Labs has a bit of a cult following among fintech founders in particular, thanks to dedicated investment in the sector and a knack for taking startups from first prototype to actual growth. The office in Al Khalidiyah is particularly known for its links to angel investors and a curriculum built to prep you for the slog of pitching, negotiating your term sheet, and dealing with the unglamorous bits of a funding round. There’s a reason it’s a recurring name in the Jeddah startup accelerator circuit—solid mentorship, regional connections, and that all-important next step towards Series A.","Al Fakhr, Al Khalidiyah, Jeddah",Ahmed El Alfi,2011,Active,FinTech focus,Approximately 6 startups,"Seed, early growth",info@flat6labs.com,https://www.flat6labs.com/program/flat6labs-jeddah/,https://www.linkedin.com/company/flat6labs-jeddah,85,+966 2 0235685840,2,,
Founder Institute - Jeddah,"Brand new to the city as of April 2025, Founder Institute has gone global—with more than 200 chapters, it finally planted its flag in Jeddah. It’s a classic Silicon Valley pre-seed accelerator, offering structure, mentorship, and a global network that adds a bit of weight when you’re going after those first VC meetings. Their alumni have raised billions worldwide, and now Jeddah’s early-stage tech startups have access to the same ultra-structured curriculum, all managed locally. The launch comes loaded with online events: networking, business model workshops, you name it. It won’t turn you into Elon Musk overnight, but it will give you a fighting chance to build something that lasts longer than last week’s startup trend. Oh, and the intentional spelling mistake? Consider this program “unmissable”.","Jeddah, Saudi Arabia","Founder Institute (Parent), Jeddah chapter",2025 (Jeddah),Active,"Technology, sector-agnostic",,Pre-seed,Apply at FI.co/apply/jeddah,https://fi.co/,https://www.linkedin.com/company/the-founder-institute,"7,500+ (global)",,110+ (global),,
Saudi Entrepreneurial Ecosystem Lab,"If you want mystery on top of mentorship, here’s your wildcard—Saudi Entrepreneurial Ecosystem Lab. It’s registered in Jeddah and confirmed operational, but hard facts are thin on the ground. There’s not a lot publicly shared on funding, stage focus, or exactly which founders they back, so if you like the idea of flying under the radar (or just enjoy a punt), you could poke around and see what’s really on offer. Either way, it’s another name in the city’s expanding accelerator landscape.","Jeddah, Saudi Arabia",Osama M. Ashri,2012,Active,"Entrepreneurship, Innovation, Ecosystem Development",,Different stages,info@seelab.sa.com,https://seelab.sa.com/,https://www.linkedin.com/company/saudi-entrepreneurial-ecosystem-see-/,,,,,
SEA Ventures,"Another one in the “under the radar” category, SEA Ventures pops up in official lists as a Jeddah-backed accelerator and incubator, based in An Nahdah District. Beyond their address, details get murkier—so no blaring claims about portfolio size or investment philosophy. They’re on the ground in 2025 and part of the city’s increasingly noisy ecosystem. Sometimes the best move is just dropping in for a coffee and seeing what happens, right?","Muhammad bin Abi Bakr, An Nahdah District, Jeddah",Founded by a team of serial entrepreneurs,2017,Active,"Entrepreneurship, Innovation, Education, Consulting, FoodTech, Tourism, and more",Over 560 startups supported,Pre-seed and seed stages,info@seavent.org,https://www.seavent.org/,https://www.linkedin.com/company/seav,1,,,,
TAQADAM (KAUST),"Over at KAUST, a stone’s throw from Jeddah, TAQADAM has made waves since 2016 for properly backing science, tech, and big-ambition startups. Their accelerator is a gold standard for serious founders after global-level support—$40,000 in non-dilutive seed funding just for signing up, and another $100k on offer if you stand out at the annual showcase. TAQADAM’s six-month sprint gives you top-shelf mentors, hybrid programming (a blend of online and in-person work), and a hefty alumni network. They’ve supported over 270 startups, raising close to 300 million dollars and creating thousands of jobs—so if you’re ready for scale, their battle-tested process might be what tips the cap table in your favour.",Based in Thuwal (near Jeddah),KAUST and SABB partnership,2016,Active,"Global, science and tech focus",270+ startups,"Early-stage, Deep tech",taqadam@kaust.edu.sa,https://taqadam.kaust.edu.sa/,https://www.linkedin.com/company/taqadam/,145,,,,
BIAC (Business Incubator & Accelerator Company),"BIAC plays it sector-agnostic, licensed by Monsha’at and lending support to startups from every corner of the Riyadh ecosystem. Beyond the usual early-stage handholding, there’s solid grant money on offer — up to 200,000 SAR for prototype development, so you won’t be burning through your own wallet straight away. As part of the wider Monsha’at network, BIAC’s backed over 260 portfolio companies, helping founders polish their cap table before chasing that all-important VC funding round.","Riyadh, Saudi Arabia","Subsidiary of the Saudi Technology Development and Investment Company (TAQNIA), wholly owned by the Public Investment Fund (PIF)",2017,Active,"Innovation, Entrepreneurship, Technology Transfer, Business Incubation and Acceleration, Project Management, Shared Services",260+,"Prototype, Early-stage",info@biac.com.sa,https://biac.com.sa/,https://www.linkedin.com/company/biacsaudi/,4,+966 1 18296333,,,
Falak Business Hub,"Falak Business Hub bridges the tricky gap between startups and the big Saudi corporates—think healthtech, logistics, and a few surprise sectors the next VC scout will be hunting. With a 14-week, boots-on-the-ground style accelerator in their Al Yasmin HQ, Falak’s obsessed with practical perks: over 350 workshops so far, equity funding (terms under wraps), and one of the best founder-to-pilot project pipelines around. Even international startups have made the leap here, and you’ll find plenty of Series A hopefuls getting prepped for their funding round.","Al Yasmin, Riyadh, Saudi Arabia",Adwa AlDakheel (Founder & CEO),2018,Active,"Technology, Innovation, Entrepreneurship, Investment Management",Over 300 startups supported; portfolio companies have reached a market capitalization of 1.3 billion SAR,Pre-seed to Series A,you@falak.sa,https://falak.sa,https://www.linkedin.com/company/falak-hub,17,+966 9200 05610,,,
gener8tor Investment Accelerator (NTDP Partnership),"Gener8tor’s entry into Riyadh is a big deal—this US heavyweight teamed up with the National Technology Development Program to launch a high-growth accelerator for founders chasing MENA market entry. The twelve-week mix of in-person and online support is proper practical, with access to over 1,500 global mentors and a Demo Day that’ll put your pitch deck in front of real regional investors. Backed by a stack of partner perks worth more than $1M (think AWS credits and legal handholding), this is as close as Riyadh gets to Silicon Valley training.","Riyadh, Saudi Arabia",gener8tor & National Technology Development Program (NTDP),2025,Active,"Clean energy, Healthcare, Fintech, Various",,"Early-stage (Seed to Series A); offers $100,000 investment per startup",info@gener8tor.com,https://www.gener8tor.com/,https://www.linkedin.com/company/gener8tor,277,,,,
I-Be Hub,"Tucked in Riyadh since 2018, I-Be Hub is all about supporting retail and service-sector hopefuls with a lengthy 24-week programme. Expect hands-on operational training, a few sharp elbows in the cohort, and just enough structure to get your MVP off the whiteboard and in front of real customers. Founders that survive I-Be’s pace usually come out ready to wrangle their first set of angel investors or polish off a seed funding pitch.","Othman Bin Affan Street, near Al Nakheel Mall - Riyadh, Saudi Arabia",Saumya K,2018,Active,"Retail, Services",,"Incubation, Early-stage",info@ibehub.com,https://ibehub.com/,https://www.linkedin.com/company/i-be-hub,,+966 506 774 772,,,
Misk Accelerator,"Since 2019, Misk Accelerator’s helped nearly 200 startups get their feet under the table, usually via tech-focused, hybrid sprints run by the Misk Foundation. There’s a big old Rolodex of partners, from NEOM to Saudi Aramco, so founders end up very well connected. They love nurturing early-stage talent—perfect if you’re hunting that first term sheet and stubborn enough to build through thick and thin.","Riyadh, Saudi Arabia",Misk Foundation,2019,Active,"Various, Technology",193,Early-stage,hubsupport@misk.org.sa,https://hub.misk.org.sa/programs/entrepreneurship/misk-accelerator/,https://www.linkedin.com/company/miskfoundation/,42,,,,
Monsha’at Business Accelerators,"Monsha’at is the backbone of government-led startup support, and their network of 19 accelerators makes Riyadh a true startup city. Over 260 startups have landed cash from them, with 100 million SAR already pumped into sectors like clean tech and digital transformation. If your startup needs validation in the Riyadh market—and maybe a bit of help decoding your cap table—these are the folks with real local clout.","Riyadh, Saudi Arabia",General Authority for Small and Medium Enterprises (Monsha’at),2016,Active,"Clean tech, Fintech, Digital transformation",260+,"Pre-seed to Seed; offers mentorship, training, and access to funding networks",info@monshaat.gov.sa,https://www.monshaat.gov.sa/en,https://www.linkedin.com/company/monshaat/,260+,8003018888,,,
Nomow Incubator,"Nomow is a newer entrant from 2024 with eyes on Hajj/Umrah, fintech, and edtech—three Riyadh stalwarts if you want steady market demand. Their three-stage progression model means you won’t be left floundering after Demo Day. Each team can grab up to 250,000 SAR, which really isn’t too shabby for founders staring down their first funding round with clammy hands.","Riyadh, Saudi Arabia","Ahmed F. Mursi With the participation of 25 startups targeting Hajj, Umrah, Occupational Safety and Health, Fintech, and Edtech",2024,Active,"Hajj/Umrah, Fintech, Edtech",100 startups in its portfolio,"Incubation, Early-stage",info@nomow.ventures,https://nomow.ventures/,https://www.linkedin.com/posts/ahmedmursi_we-launched-nomow-incubator-2024-activity-7214582526810439681-s7jP,4,,,,
Riyadh Techstars Accelerator,"Riyadh’s partnership with Techstars and Raed Ventures brings the world-famous accelerator formula to the City. Startups hand over 6% equity for $120,000—and yes, watch that dilution—but you get proper VC funding exposure and connections to 150+ mentors worldwide. For those banking on international expansion, getting Techstars on your pitch deck still gets investors’ attention, even if spelling errors sneak past your spellchecker.","Riyadh, Saudi Arabia",Techstars & Raed Ventures,2024,Active,Various,12 startups in the 2023 cohort,Early-stage,help.techstars.com.,https://www.techstars.com/accelerators/riyadh,https://www.linkedin.com/company/techstars,At least 20 startups invested in during the 2020 and 2021 cohorts,,2,,
Riyadh Valley Company (RVC),"Riyadh Valley Company is what you get when a major university rolls up its sleeves and dives into the world of venture capital. As King Saud University’s investment outfit, RVC focuses on biotech and sustainable resources—backed by access to serious lab facilities and the sort of research network most founders can only dream of. Handy if you’re tackling deep tech or aiming for a global exit down the line.","Riyadh, Saudi Arabia",King Saud University,2010,Active,"Biotech, Sustainable resources","As of the latest available data, RVC has invested in approximately 21 companies","Growth, Late-stage",info@rvc.com.sa,https://rvc.com.sa/en/,https://www.linkedin.com/company/riyadh-valley-company-rvc-,"RVC has made multiple investments, including in companies such as Noon Academy, TruKKer, and Cloudalize",+966 11 469 3219,"RVC has achieved several successful exits, including investments in companies like Seculetter and Fastned",,
TAQADAM Startup Accelerator,"Powered by KAUST and Saudi Awwal Bank, TAQADAM is serious about deep tech: six months of gruelling support for the trickiest science-driven startups. With non-dilutive grants up to $100,000 for top teams, it’s boosted dozens of Saudi founders—many landing that coveted follow-on investment round. If you’re working on renewable energy, biotech, or just something so clever nobody gets it at first, this is probably where you need to be.","Riyadh, Saudi Arabia",KAUST & Saudi Awwal Bank,2016,Active,"Deep tech, Renewable energy, Biotechnology",Over 270 startups supported to date,"Early-stage, Deep tech",Taqadam@kaust.edu.sa,https://taqadam.kaust.edu.sa/,https://www.linkedin.com/company/taqadam/,145,,,,
Anjal Z Techstars Founder Catalyst Program,"Anjal Z is Abu Dhabi's big play for early childhood startups—think anything that gives families and their tiny humans (ages 0–8) a smarter start. Born from the Early Childhood Authority and linked up with Techstars, Anjal Z draws international founders looking for both funding and serious sector expertise. The accelerator runs annually, split between remote learning and a high-intensity stint in the city. Perks include up to $270,000 in non-equity funding, direct pipelines to mentors, and a real focus on making solutions locally relevant (not just imported Silicon Valley dreams).","Abu Dhabi, UAE",Abu Dhabi Early Childhood Authority (ECA) and Techstars,2020,Active,"Early Childhood Development (ECD), EdTech, HealthTech, Parenting & Family Support, Child Protection, AI & Wearables, Social Learning",32 startups,"seed, early stage",info@eca.gov.ae,https://eca.gov.ae/anjal-z/,https://www.linkedin.com/showcase/anjalz-ad/,,+971 2 499 9499,,,
Flat6Labs - Abu Dhabi,"Flat6Labs is a real mainstay in the MENA startup scene—Abu Dhabi’s branch is sharp, sector-agnostic, and not shy on cash. The four-month accelerator is open to digital businesses keen to scale fast, with VC funding starting at $100k–$150k and juicy follow-ons up to $500k for the most promising teams. If you’re organised (accidentally typed ""organised""), have a team, and are operating in the UAE, Egypt, or Oman, the bootcamp and selection process are thorough but fair.","Etihad Airways Center Floor 7, Al Muneera, Abu Dhabi","Flat6Labs Abu Dhabi was established through a partnership between Flat6Labs and twofour54, Abu Dhabi’s media and entertainment hub.",2014,Active,"Digital Media, E-commerce, Social Media, Online Education, Gaming, Mobile Applications, Big Data and Analytics",35+ startups,Seed and early-stage startups,info@flat6labs.com,https://www.flat6labs.com/,https://www.linkedin.com/company/flat6labs,,20235685856,,,
Hub71,"Hub71 is Abu Dhabi's crown jewel for tech startups—imagine a who’s-who for founders chasing global ambitions. From AI to cloud, fintech to big data, the scene here is intentionally sector-agnostic. Their flagship company-building program gives startups access to everything from equity-free office space, housing support, and a healthy lineup of investment partners and VC funds. Located on Al Maryah Island, you’re set up in a tax-friendly zone and rubbing shoulders with other high-growth businesses—and there’s proper strategic mentorship, not just cheerleading.","Al Khatem Tower, 15th Floor, ADGM Square, Al Maryah Island, Abu Dhabi, United Arab Emirates","Established by the UAE government as part of the Ghadan 21 initiative, with backing from Mubadala Investment Company.",2019,Active,technology (sector-agnostic),"As of June 2023, Hub71 has supported over 260 startups.",Early-stage to growth-stage startups.,,https://www.hub71.com/,https://www.linkedin.com/company/hub71ad/,,,,,
Khalifa Innovation Center (KIC),"If you’re dabbling deep in science or engineering, Khalifa Innovation Center might be your port of call. It’s a classic incubator for serious deep-tech, set up to transform discoveries in the lab into go-to-market products. Expect hands-on mentorship, tailored scale-up education, and help with the long slog from prototype to commercial deal. While success stories aren’t loudly advertised, the programme is all about turning serious know-how into genuinely investable businesses.","Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","Established through a partnership among:
Khalifa University
Khalifa Fund for Enterprise Development
Tawazun
Mubadala Investment Company
Sandooq Al Watan",2020,Active,"DeepTech, Engineering, HealthTech, Energy, Water Technologies, Robotics, Communications, Artificial Intelligence (AI), Advanced Manufacturing, Intellectual Property Commercialization","189 applications received
14 projects selected for bootcamp programs
3 startups currently in the acceleration program","Early-stage startups, focusing on transitioning scientific research from lab to market",info@khalifainnovation.ae,https://www.khalifainnovation.ae/,https://www.linkedin.com/company/khalifainnovation/,,+971 2 4472442,,,
Ma'an (Authority of Social Contribution),"Ma’an, set up by Abu Dhabi’s Department of Community Development, isn’t your standard accelerator—it’s built for social innovation and anyone taking a stab at solving sticky social problems. The approach is all about joint action across government, the private sector, and the wider community, with a focus on impact more than just big exits. Details are sometimes light on funding, but if your startup or non-profit wants to embed itself in one of the region’s most supportive city governments, Ma’an is the direct route in.","Abu Dhabi, UAE",Department of Community Development,2019,Active,"Social investment, social entrepreneurship, volunteering, community development, education, health, environment, infrastructure",84 social startups supported through Ma’an Social Incubator (as of 2023),Pre-seed funding and grant support via incubation programs,info@maan.gov.ae,https://maan.gov.ae,https://www.linkedin.com/company/ma-an/,49 investments via the Social Incubator (as of May 2023),800 56226,,,
Plug and Play - Abu Dhabi,"Plug and Play’s Abu Dhabi hub is part of a global innovation behemoth—the sort of brand that gives you street cred on both sides of the Atlantic. Although they don’t throw cheques around directly, there’s a pretty strong in-house VC fund and your journey will involve intros to international investors, big-name corporate partners, and other founders with grit. With programmes covering fintech, healthcare, and Industry 4.0, Plug and Play is wired for startups disrupting core sectors.","Abu Dhabi, UAE","Plug and Play Tech Center (Headquartered in Silicon Valley, USA)",2018,Active,"Venture Capital, Private Equity, Corporate Innovation, Open Innovation, Startups, Accelerator Programs",,"Early-stage (Seed, Series A)",,https://www.plugandplaytechcenter.com/locations/abu-dhabi,https://www.linkedin.com/company/plug-and-play-abu-dhabi,,,,,
StartAD,"Anchored at NYU Abu Dhabi, startAD is laser-focused on helping seed-stage technology startups find their feet. What sets it apart is the way it doubles as a playground for academic theory and hard-nosed commercialisation. Founders get help piloting solutions with industry partners, which is no small favour if you’re chasing early traction. There’s also a bonus in proximity to university research and a pool of lively student talent. Not every cohort gets broadcast fanfare, but if you want a taste of both academic rigour and startup hustle, startAD quietly delivers.","PO Box 129188. Abu Dhabi, UAE","New York University Abu Dhabi (NYUAD), powered by Tamkeen",2016,Active,"Venture Capital, Private Equity, Corporate Innovation, Open Innovation, Startups, Accelerator Programs",,"Early-stage (Seed, Series A)",startAD@nyu.edu,https://startad.ae/,https://www.linkedin.com/company/startad/,,,,,
Techstars Hub71 Accelerator,"Techstars needs no introduction in early-stage VC funding, and its Hub71 partnership brings that clout direct to Abu Dhabi. Their cohorts—accepting under 2% of startups per round—get access to $120,000 equity funding, international mentors, and Demo Day spotlights that attract major funds and angels. Sectors vary, from AI to healthtech, infra to renewables.","Abu Dhabi, United Arab Emirates","Techstars, in partnership with Hub71 (backed by Mubadala Investment Company)",2019,Active,"Artificial Intelligence, FinTech, HealthTech, EdTech, AgriTech, PropTech, Blockchain, Cybersecurity, Robotics, IoT, AR/VR",23 startups,"seed, early stage",help.techstars.com.,https://www.techstars.com/accelerators/hub71,https://www.linkedin.com/company/techstars,At least 20 startups invested in during the 2020 and 2021 cohorts,,2,,
The Catalyst,"The Catalyst goes all in on sustainability and clean tech—no distractions. A joint venture between Masdar and BP, it’s right at home in Masdar City’s renowned Free Zone. If your startup is a couple of years off commercialisation and has something genuinely innovative (ideally patentable) to offer the energy or green economy, this is your springboard. Perks include up to $50,000 seed funding, tailored mentorship, and prime access to Masdar’s research facilities.","Tech Park, Masdar City, Abu Dhabi",Joint venture between Masdar and BP,2015 (relaunched 2018),Active,"sustainability, clean technology",8 incubated companies (as of 2021),"arly-stage (Seed to Pre-Series A); offers funding ranging from $50,000 to $190,000",,https://catalyst.ae/,https://www.linkedin.com/company/catalystuae/,,+971 2 653 7242,,,
UAEU Science and Innovation Park (UAEU-SIP),"UAEU-SIP is where academia meets commerce—a science park at United Arab Emirates University designed to help founders turn academic research into commercial products. If you’re spinning out IP or new scientific discoveries, this is a solid environment to test and scale. Programmes are built around design thinking, and there’s a knowledge-rich vibe that pushes deeper understanding as well as real-world validation.","Al Ain, Abu Dhabi, United Arab Emirates",United Arab Emirates University (UAEU),2016,Active,"Entrepreneurship, Innovation, Technology Transfer, Commercialization, Incubation, Acceleration, Research, Leadership, Creativity",,"Early-stage (Seed to Pre-Series A); offers funding ranging from $50,000 to $190,000",,https://www.uaeu.ac.ae/en/sip/,https://www.linkedin.com/company/uaeu-science-innovation-park,,800 8238,,,
Charged Ventures,"Web3 isn't just a buzzword in Dubai—it’s a calling card. Charged Ventures have staked their claim as one of the city’s few specialist players focusing exclusively on early-stage blockchain, cryptocurrency, and gaming projects. If your startup is tackling DeFi, NFTs, blockchain infrastructure or crypto gaming, they provide hands-on mentorship and connections within the international Web3 crowd. Their niche focus (and tight-knit portfolio) means you get tailored support from industry heavyweights—handy if you need more than a LinkedIn intro. They’re one to watch if you’re lost in chains and want to raise sharp, targeted VC funding from day one.","Dubai, UAE",,2021,active,"Artificial Intelligence, Blockchain, Cryptocurrency, Gaming",1,,info@chargedventures.io,https://www.chargedventures.io/,,1,,,,https://x.com/chargedventures
DIFC FinTech Hive,"Right in the centre of Dubai’s financial district sits DIFC FinTech Hive—a major player if your ambitions lie anywhere near fintech, insurtech or regtech. Bankers and startups rub shoulders here, with the accelerator providing a launchpad for more than 140 companies. Their offering is less about direct cash, more about connections, mentorship, and possibly unlocking doors for a big funding round downstream. Getting into the programme can seriously move your cap table towards Series A territory if you hustle. The location alone puts you in pitching distance of the region’s top financial institutions—worth its weight in gold (or, let’s be honest, dirhams).","Gate Avenue, Zone D, Level 1, Al Mustaqbal Street, Dubai International Financial Centre (DIFC), Dubai, United Arab Emirates",Dubai International Financial Centre (DIFC),2017,active,"Financial Services, FinTech, InsurTech, RegTech, Islamic FinTech",Over 160 startups have participated in the accelerator program,"Early-stage startups, including ideation, validation, and growth phases",fintechhive@difc.ae,https://www.innovationhub.difc.ae/,https://www.linkedin.com/company/innovationhubdifc/,46,+971 4 327 7617,4,,
Dtec (Dubai Technology Entrepreneur Campus),"If you’re after a thriving tech community, Dtec delivers the biggest campus in the Middle East, right in Dubai Silicon Oasis. It’s sector-agnostic, with space, funding and connections for ambitious startups. Not only does Dtec stump up $50k in equity investment (with $150k in juicy perks), but it also sorts out your company setup in the free zone—so you get to keep full ownership. Early-stage founders land access to investors, founder-focused events, and a network where your next collab might just be over lunch in the communal kitchen. Ideal if you want the full scale-up experience, not just a workspace and the odd PowerPoint. Sorry about the spelling blunder earlier—sometimes “programme” just looks wrong, doesn’t it?","Dubai Silicon Oasis, Dubai, UAE",Dubai Silicon Oasis Authority (DSOA),2015,active,Technology (sector agnostic),"Over 1,000 startups from 90+ countries",Early-stage and growth-stage startups,"For new clients: dtecinquiries@dso.ae
For existing clients: dtecsupport@dso.ae",https://www.dtec.ae/,https://www.linkedin.com/company/dubai-silicon-oasis-authority/,25 investments,"+971 4 501 5791 (Building A5)
+971 4 501 5367 (TechnoHub 1)",,,
Dubai Future Accelerators,"Dubai Future Accelerators isn’t just another accelerator—it’s a powerhouse, backed by a AED 1 billion investment from the highest ranks of Dubai’s government. The programme cherrypicks startups with working prototypes that can solve big urban (and sometimes wild) challenges: health, energy, tech, smart cities—you name it. Their nine-week sprints plug you directly into government decision-makers, and if you impress, your solution could scale way beyond “pilot” territory. They boast some serious numbers too: their first cohort smashed a 64% success rate and drove up Dubai’s R&D output. If you’re sitting on something that could turn an entire city upside down (in a good way), this is where you test it.","Dubai, UAE","Sheikh Hamdan bin Mohammed bin Rashid Al Maktoum, Karin Gabriel",2016,active,"Business Development, Social Entrepreneurship, Smart Cities, Technology",,Various stages,info@dubaifuture.gov.ae,www.dubaifuture.ae/initiatives/future-design-and-acceleration/dubai-future-accelerators,https://www.linkedin.com/company/dubaifuturefoundation,,+971 4 516 6567,,,
FasterCapital,"With a decade and a half under its belt, FasterCapital is one of Dubai’s stalwarts—operating globally thanks to its entirely online model. It’s ideal for bootstrappers everywhere: four-week programmes, 50% coverage of business development costs, and a track record of 146 investments (plus four exits). They don’t care where you’re based, as long as your idea can scale. Their investment is meaningful, and they’ve helped over 480 startups play in bigger funding ponds. Especially good for founders who’d rather ship product and let Zoom do the networking.","Dubai, UAE","Abeer Nihlawi, Bashar Hamood, Fadi Kallas, Hesham Zreik, Terry Crospy",2010,active,Venture Capital,83,"Early Stage Venture, Private Equity, Seed",contact@fastercapital.com,www.fastercapital.com,https://www.linkedin.com/company/fastercapital/,146,512-400-0256,4,,
GrowValley,"Far from your average accelerator, GrowValley calls itself a ""Turnaround Studio"", mixing incubation, seed investing, and day-one founder support. Their hybrid venture builder model targets early-stage startups needing help to scale globally, not just locally. They back founders with hands-on support and aren’t shy about writing (modest) cheques: their last funding round was $200k at seed. With offices dotted in Sharjah, Dubai, Abu Dhabi, and even Delaware, GrowValley pushes hard on impact, ecosystem, and getting your startup past the ‘just an idea’ hurdle. If you’re looking for that elusive ‘founder-like’ backing and an incubation team who actually care, it’s worth a look—even if spelling isn’t always their strong suit.","Primary: Sharjah, UAE; Additional: Dubai, Abu Dhabi, New Ark (Delaware, US)","Aaisha Mathews, Jazeer Jamal, William J Daly",2018,active,"Angel Investment, Impact Investing, Incubators, Information Technology, Internet, Venture Capital",Over 50 ventures built,"Early Stage Venture, Seed",reach@growvalley.co,www.growvalley.co,https://www.linkedin.com/company/growvalley,,+971 55 84 80 530,,,
INNOVEST Middle East,"For startups bent on getting lean and mean, INNOVEST Middle East delivers focused support—mainly on seed stage, and always with an eye on lean expansion. This accelerator isn’t bothered by the noise; it’s about sustainable, capital-efficient scale for Middle Eastern ventures. They don’t splash details about their precise benefits, but their founder is a veteran in building the region’s entrepreneurial backbone. If your cap table is looking bare and you want to learn how to scale steadily, it could be your route in.","Dubai, UAE",Bassam Falah,2011,active,"Technology, E-commerce, Food Delivery, Real Estate Crowdfunding, HealthTech, Retail, and more",Over 30 startups backed,"Seed, Early-stage startups, including MVP and early traction stages",info@innovest.org,www.innovest.org,https://www.linkedin.com/company/innovest-org,2,+971 4 529 9261,,,
In5,"In5 knows there’s more to a successful startup than who’s on your cap table. Since 2013, they’ve focused on creating an environment where tech, media, and design founders can thrive. Only two direct investments listed, but over 500 startups have passed through, collectively raising $165 million—not a bad benchmark. The offer? Mentorship, workspace, sector-agnostic support, and actual industry connections. Whether you’re prototyping a fintech product, gaming app or something arty, In5 helps you get past the idea stage with practical backup and networking opportunities aplenty.","Dubai, UAE",Kira Jean,2013,active,"Technology, Media, Design",2,Early-stage startups and scale-ups,info@in5.ae,https://infive.ae/,https://www.linkedin.com/company/in5dubai/,2,+971 4 451 1555,,,
Intelak Hub,"Intelak Hub is Dubai’s proving ground for startups at the crossroads of aviation, tourism, and tech. The eight-week (virtual) accelerator dish out guidance, investor intros, and rare access to show off at major regional events like GITEX. Where it shines is letting global founders use Dubai as a testbed for scaling their proven business, with real opportunities for city-wide adoption. Got a late-stage startup with an eye on the travel or tourism sector? This might be your VIP pass for local traction or using Dubai as your ‘living lab.’ For brand-new ideas in similar industries, Intelak also runs a separate incubator with modest funding to get you started.","The Offices 4, One Central, Dubai, United Arab Emirates",Edward Batrouni,2016,active,"Aviation, Travel, Tourism, Technology, Education",47,"Idea Stage, Early Stage, Growth Stage",,www.intelak.com,https://www.linkedin.com/company/intelakhub/,72,,25,,
Startupbootcamp Smart City Dubai,"Read next
Top Startup Accelerators in UAE, (Sharjah)","Dubai Silicon Oasis, Dubai, United Arab Emirates",with Jamie Qiu,2017,active,"Smart City, IoT, Artificial Intelligence, Urban Innovation",Approximately 10 startups per cohort; total number not publicly disclosed,Early-stage startups,dubai@startupbootcamp.org,https://dubaismartcity.org/,,12,,2,https://www.facebook.com/dxbsmartcity/,
